,ghostUp,ghostDown,ghostLeft,ghostRight,wallUp,wallDown,wallLeft,wallRight,foodUp,foodDown,foodLeft,foodRight,emptyUp,emptyDown,emptyLeft,emptyRight,nearestFood,nearestGhost,nearestCapsule,legalPositionUp,legalPositionDown,legalPositionULeft,legalPositionRight,pacmanPositionX,pacmanPositionY,labelNextAction
130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.090909091,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
131,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.076923077,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
133,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.083333333,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
135,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.1,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
137,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
138,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.111111111,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
139,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.090909091,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
141,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.090909091,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
143,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.111111111,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
145,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.142857143,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
147,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.166666667,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
149,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.2,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
151,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,FALSE,0.8,0.428571429,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.25,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.333333333,0,TRUE,TRUE,TRUE,FALSE,0.75,0.571428571,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
154,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.5,0,TRUE,FALSE,TRUE,TRUE,0.7,0.571428571,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
155,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,1,1,1,0.5,0,FALSE,TRUE,TRUE,TRUE,0.7,0.714285714,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
156,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.333333333,0.125,0,FALSE,TRUE,FALSE,TRUE,0.65,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
157,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.111111111,0,FALSE,TRUE,TRUE,TRUE,0.7,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
158,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.111111111,0,FALSE,TRUE,TRUE,TRUE,0.75,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
159,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.090909091,0,FALSE,FALSE,TRUE,TRUE,0.8,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
160,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.083333333,0,FALSE,FALSE,TRUE,TRUE,0.85,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
161,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.066666667,0,FALSE,TRUE,TRUE,FALSE,0.9,0.714285714,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,0.5,0.055555556,0,TRUE,TRUE,FALSE,FALSE,0.9,0.571428571,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,0.5,0.047619048,0,TRUE,TRUE,FALSE,FALSE,0.9,0.428571429,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,0.5,0.045454545,0,TRUE,TRUE,FALSE,FALSE,0.9,0.285714286,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
165,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.055555556,0,TRUE,FALSE,TRUE,FALSE,0.9,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
166,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.058823529,0,FALSE,FALSE,TRUE,TRUE,0.85,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
167,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.0625,0,FALSE,FALSE,TRUE,TRUE,0.8,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
168,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,1,0.071428571,0,TRUE,FALSE,TRUE,TRUE,0.75,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
169,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.083333333,0,FALSE,FALSE,TRUE,TRUE,0.7,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
170,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,1,0.111111111,0,TRUE,FALSE,TRUE,TRUE,0.65,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
171,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.142857143,0,FALSE,FALSE,TRUE,TRUE,0.6,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
172,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.2,0,FALSE,FALSE,TRUE,TRUE,0.55,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
173,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.166666667,0.5,0,FALSE,FALSE,TRUE,TRUE,0.5,0.142857143,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
174,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.25,0.5,0,FALSE,FALSE,TRUE,TRUE,0.55,0.142857143,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
175,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,TRUE,0.6,0.142857143,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
176,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.5,0,TRUE,FALSE,TRUE,TRUE,0.65,0.142857143,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
177,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,TRUE,0.7,0.142857143,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
178,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.5,0,TRUE,FALSE,TRUE,TRUE,0.75,0.142857143,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.2,0.5,0,TRUE,TRUE,FALSE,FALSE,0.75,0.285714286,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.166666667,0.333333333,0,TRUE,TRUE,FALSE,TRUE,0.75,0.428571429,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.2,0.5,0,TRUE,TRUE,TRUE,FALSE,0.75,0.571428571,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
182,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.25,0.333333333,0,TRUE,FALSE,TRUE,TRUE,0.7,0.571428571,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.333333333,0,TRUE,TRUE,FALSE,TRUE,0.65,0.571428571,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.5,0,TRUE,TRUE,TRUE,FALSE,0.65,0.428571429,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.090909091,0.5,0,TRUE,TRUE,FALSE,FALSE,0.65,0.285714286,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
186,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.1,0.5,0,TRUE,FALSE,TRUE,TRUE,0.65,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
187,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.111111111,0.2,0,FALSE,FALSE,TRUE,TRUE,0.6,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
188,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.111111111,0.125,0,FALSE,FALSE,TRUE,TRUE,0.55,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
189,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.125,0.090909091,0,FALSE,FALSE,TRUE,TRUE,0.5,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
190,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.142857143,0.083333333,0,FALSE,FALSE,TRUE,TRUE,0.45,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
191,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.2,0.111111111,0,FALSE,FALSE,TRUE,TRUE,0.4,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
192,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.333333333,0.166666667,0,FALSE,FALSE,TRUE,TRUE,0.35,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
193,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.5,0,TRUE,FALSE,TRUE,TRUE,0.3,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
194,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.5,0,FALSE,FALSE,TRUE,TRUE,0.25,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
195,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.333333333,0,TRUE,FALSE,TRUE,TRUE,0.2,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
196,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.166666667,0,FALSE,FALSE,TRUE,TRUE,0.15,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
197,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,0.5,0.111111111,0,FALSE,FALSE,TRUE,TRUE,0.1,0.142857143,West
,,,,,,,,,,,,,,,,,,,,,,,,,,
198,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.076923077,0,TRUE,FALSE,FALSE,TRUE,0.05,0.142857143,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.055555556,0,TRUE,TRUE,FALSE,FALSE,0.05,0.285714286,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.052631579,0,TRUE,TRUE,FALSE,FALSE,0.05,0.428571429,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,1,1,0.05,0,TRUE,TRUE,FALSE,FALSE,0.05,0.571428571,North
,,,,,,,,,,,,,,,,,,,,,,,,,,
202,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,0.5,0.05,0,FALSE,TRUE,FALSE,TRUE,0.05,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
203,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.052631579,0,FALSE,FALSE,TRUE,TRUE,0.1,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
204,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.25,0.058823529,0,FALSE,FALSE,TRUE,TRUE,0.15,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
205,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.333333333,0.071428571,0,FALSE,TRUE,TRUE,TRUE,0.2,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
206,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,0.083333333,0,FALSE,TRUE,TRUE,TRUE,0.25,0.714285714,East
,,,,,,,,,,,,,,,,,,,,,,,,,,
207,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.333333333,0.071428571,0,FALSE,TRUE,TRUE,FALSE,0.3,0.714285714,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,0.5,0.071428571,0,TRUE,TRUE,TRUE,FALSE,0.3,0.571428571,South
,,,,,,,,,,,,,,,,,,,,,,,,,,
209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,1,1,0.083333333,0,TRUE,TRUE,FALSE,TRUE,0.3,0.428571429,South
